Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Elev Gain,Elev Loss,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Avg GCT Balance,Training Stress Score®,Grit,Flow,Climb Time,Bottom Time,Min Temp,Surface Interval,Decompression,Best Lap Time,Number of Laps,Max Temp
Running,2020-06-11 06:27:25,false,"San Jose Running","7.01","562","00:46:06","149","166","3.2","200","230","6:35","5:16","16","26","1.22","0.0","0.0","--","--","0.0","0.0","0.0","46:06","0:00","66.2","0:00","No","00:01.33","8","0.0"
Running,2020-06-10 06:21:03,false,"Calero ML12 ","12.01","1,009","01:36:57","140","158","3.0","189","204","8:04","7:07","440","440","1.06","0.0","0.0","--","--","0.0","0.0","0.0","1:36:57","0:00","62.6","0:00","No","00:01.81","13","0.0"
Running,2020-06-09 19:43:21,false,"San Jose Running","0.47","32","00:03:59.0","110","153","0.8","125","232","8:30","5:10","10","3","1.51","0.0","0.0","--","--","0.0","0.0","0.0","3:59.0","0:00","82.4","0:00","No","03:58.100","1","0.0"
Running,2020-06-09 07:29:10,false,"San Jose Running","1.11","112","00:09:15.2","140","151","2.0","187","213","8:19","7:56","13","16","1.03","0.0","0.0","--","--","0.0","0.0","0.0","9:15.2","0:00","62.6","0:00","No","00:57.54","2","0.0"
Running,2020-06-09 06:41:31,false,"Leland LT6 (2,2,1,1)","6.00","462","00:37:54","150","166","3.1","200","229","6:19","5:32","13","13","1.28","0.0","0.0","--","--","0.0","0.0","0.0","37:54","0:00","62.6","0:00","No","00:00.85","7","0.0"
Running,2020-06-09 06:30:26,false,"San Jose Running","1.11","101","00:09:15.5","135","155","2.0","196","209","8:21","7:55","13","16","0.98","0.0","0.0","--","--","0.0","0.0","0.0","9:15.5","0:00","66.2","0:00","No","00:54.17","2","0.0"
Running,2020-06-08 06:42:22,false,"San Jose EZ8 ","8.00","725","01:06:08","140","161","3.0","188","203","8:16","7:42","167","190","1.04","0.0","0.0","--","--","0.0","0.0","0.0","1:06:08","0:00","60.8","0:00","No","00:02.07","9","0.0"
Running,2020-06-07 07:22:47,false,"San Jose RC10","10.01","671","01:30:13","124","153","2.5","186","201","9:01","6:52","144","171","0.96","0.0","0.0","--","--","0.0","0.0","0.0","1:30:13","0:00","64.4","0:00","No","00:03.31","11","0.0"
Running,2020-06-06 08:09:16,false,"San Jose Running","1.00","99","00:08:00.6","141","155","1.9","185","195","7:59","7:34","13","13","1.09","0.0","0.0","--","--","0.0","0.0","0.0","8:00.6","0:00","66.2","0:00","No","00:01.34","2","0.0"
Running,2020-06-06 07:05:13,false,"Leland T9","9.01","668","00:59:03","143","158","3.2","195","221","6:33","6:02","26","49","1.26","0.0","0.0","--","--","0.0","0.0","0.0","59:03","0:00","64.4","0:00","No","00:02.86","10","0.0"
Running,2020-06-05 06:55:19,false,"San Jose RC8 ","8.00","634","01:05:36","133","150","2.6","185","199","8:12","7:05","46","62","1.06","0.0","0.0","--","--","0.0","0.0","0.0","1:05:36","0:00","69.8","0:00","No","00:02.15","9","0.0"
Running,2020-06-04 06:58:57,false,"San Jose RC8 ","8.00","664","01:09:07","134","151","2.5","187","202","8:38","7:51","98","108","1.00","0.0","0.0","--","--","0.0","0.0","0.0","1:09:07","0:00","71.6","0:00","No","00:01.82","9","0.0"
Running,2020-06-03 06:42:48,false,"Global Running Day ML12 ","12.00","998","01:36:26","142","166","3.1","188","203","8:02","7:14","207","200","1.06","0.0","0.0","--","--","0.0","0.0","0.0","1:36:26","0:00","69.8","0:00","No","00:01.17","13","0.0"
Running,2020-06-02 06:41:45,false,"San Jose 6x800","8.01","597","01:00:32","136","164","2.7","193","249","7:33","4:46","98","141","1.10","0.0","0.0","--","--","0.0","0.0","0.0","1:00:32","0:00","66.2","0:00","No","00:01.08","16","0.0"
Running,2020-06-01 06:49:51,false,"San Jose RC8 ","8.01","623","01:10:08","131","157","2.4","186","204","8:45","8:02","545","568","0.99","0.0","0.0","--","--","0.0","0.0","0.0","1:10:08","0:00","66.2","0:00","No","00:02.38","9","0.0"
Running,2020-05-31 07:28:05,false,"ML12 ","12.00","955","01:46:40","134","161","2.6","185","202","8:53","7:30","440","433","0.98","0.0","0.0","--","--","0.0","0.0","0.0","1:46:40","0:00","66.2","0:00","No","00:01.74","13","0.0"
Running,2020-05-30 08:45:20,false,"San Jose Running","1.01","104","00:08:13.2","146","165","2.0","187","201","8:10","7:13","16","16","1.06","0.0","0.0","--","--","0.0","0.0","0.0","8:13.2","0:00","68.0","0:00","No","00:02.41","2","0.0"
Running,2020-05-30 07:33:52,false,"Leland T9","9.01","733","01:00:11","149","164","3.6","195","230","6:41","5:39","33","33","1.24","0.0","0.0","--","--","0.0","0.0","0.0","1:00:11","0:00","68.0","0:00","No","00:02.61","10","0.0"
Running,2020-05-29 06:45:32,false,"San Jose EZ8 ","8.26","693","01:07:22","139","155","2.9","188","213","8:10","6:17","259","243","1.05","0.0","0.0","--","--","0.0","0.0","0.0","1:07:22","0:00","64.4","0:00","No","02:02.53","9","0.0"
Running,2020-05-28 07:53:51,false,"San Jose Running","1.00","95","00:07:39.6","144","153","2.0","185","202","7:38","7:18","7","13","1.14","0.0","0.0","--","--","0.0","0.0","0.0","7:39.6","0:00","66.2","0:00","No","00:01.48","2","0.0"
Running,2020-05-28 07:01:16,false,"San Jose LT1X6 ","6.01","416","00:37:25","146","168","3.0","198","229","6:14","4:49","138","118","1.31","0.0","0.0","--","--","0.0","0.0","0.0","37:25","0:00","66.2","0:00","No","00:01.75","7","0.0"
Running,2020-05-28 06:51:34,false,"San Jose Running","1.01","85","00:07:37.7","136","155","1.7","193","201","7:35","7:14","3","30","1.10","0.0","0.0","--","--","0.0","0.0","0.0","7:37.7","0:00","73.4","0:00","No","00:02.72","2","0.0"
Running,2020-05-27 06:45:00,false,"San Jose ML11 ","11.01","1,019","01:25:49","145","158","3.7","191","204","7:48","6:41","180","187","1.08","0.0","0.0","--","--","0.0","0.0","0.0","1:25:49","0:00","71.6","0:00","No","00:02.58","12","0.0"
Running,2020-05-26 06:53:36,false,"San Jose 6x800","8.01","713","00:59:40","147","173","3.5","192","238","7:27","5:03","138","161","1.12","0.0","0.0","--","--","0.0","0.0","0.0","59:40","0:00","69.8","0:00","No","00:00.55","18","0.0"
Running,2020-05-25 07:03:21,false,"San Jose EZ8 ","8.01","689","01:01:56","141","157","3.0","190","204","7:44","7:08","390","404","1.10","0.0","0.0","--","--","0.0","0.0","0.0","1:01:56","0:00","71.6","0:00","No","00:02.90","9","0.0"
Running,2020-05-24 06:36:19,false,"San Jose RC10k ","6.21","546","00:50:25","136","155","2.5","189","201","8:07","7:25","226","210","1.05","0.0","0.0","--","--","0.0","0.0","0.0","50:25","0:00","62.6","0:00","No","01:40.53","7","0.0"
Running,2020-05-23 06:58:40,false,"San Jose T10","10.01","818","01:09:12","145","165","3.3","196","230","6:55","5:42","118","135","1.19","0.0","0.0","--","--","0.0","0.0","0.0","1:09:12","0:00","62.6","0:00","No","00:03.62","11","0.0"
Running,2020-05-22 06:31:02,false,"Calero EZ8.5","8.50","709","01:08:08","137","160","2.6","186","229","8:01","6:05","331","341","1.08","0.0","0.0","--","--","0.0","0.0","0.0","1:08:08","0:00","60.8","0:00","No","03:55.40","9","0.0"
Running,2020-05-21 06:43:36,false,"San Jose LT1x6","8.00","627","00:52:46","147","169","3.1","196","239","6:36","5:10","157","167","1.23","0.0","0.0","--","--","0.0","0.0","0.0","52:46","0:00","59.0","0:00","No","00:01.63","9","0.0"
Running,2020-05-20 06:50:54,false,"San Jose EZ10 ","10.50","849","01:20:13","140","158","2.9","191","206","7:38","7:02","180","187","1.10","0.0","0.0","--","--","0.0","0.0","0.0","1:20:13","0:00","60.8","0:00","No","03:55.02","11","0.0"
Running,2020-05-19 06:52:00,false,"San Jose 6x800","8.01","684","01:01:27","143","162","3.2","185","243","7:40","5:13","161","177","1.12","0.0","0.0","--","--","0.0","0.0","0.0","1:01:27","0:00","59.0","0:00","No","00:03.09","16","0.0"
Running,2020-05-18 07:10:46,false,"San Jose EZ8 ","8.01","705","01:04:08","141","161","3.0","188","199","8:00","7:21","400","420","1.07","0.0","0.0","--","--","0.0","0.0","0.0","1:04:08","0:00","64.4","0:00","No","00:03.01","9","0.0"
Running,2020-05-17 06:58:32,false,"San Jose EZ10k","6.20","541","00:48:18","139","155","2.7","191","224","7:47","6:02","79","112","1.08","0.0","0.0","--","--","0.0","0.0","0.0","48:18","0:00","68.0","0:00","No","01:37.05","7","0.0"
Running,2020-05-16 07:14:23,false,"San Jose T10","10.01","864","01:08:20","152","167","4.0","197","217","6:50","6:20","190","243","1.19","0.0","0.0","--","--","0.0","0.0","0.0","1:08:20","0:00","62.6","0:00","No","00:01.100","11","0.0"
Running,2020-05-15 06:31:21,false,"San Jose EZ8 ","8.01","698","01:03:48","138","155","3.0","188","204","7:58","7:13","404","413","1.07","0.0","0.0","--","--","0.0","0.0","0.0","1:03:48","0:00","62.6","0:00","No","00:01.99","9","0.0"
Running,2020-05-14 06:50:28,false,"San Jose LT1x6","8.01","617","00:52:57","147","168","3.2","199","225","6:37","5:18","148","157","1.22","0.0","0.0","--","--","0.0","0.0","0.0","52:57","0:00","60.8","0:00","No","00:01.84","10","0.0"
Running,2020-05-13 06:46:49,false,"Calero EZ10 ","10.51","916","01:24:55","142","159","3.0","186","213","8:05","5:23","620","633","1.07","0.0","0.0","--","--","0.0","0.0","0.0","1:24:55","0:00","60.8","0:00","No","03:53.29","11","0.0"
Running,2020-05-12 06:41:00,false,"San Jose 6x800","8.02","713","01:01:35","145","173","3.3","185","243","7:41","5:09","154","171","1.12","0.0","0.0","--","--","0.0","0.0","0.0","1:01:35","0:00","62.6","0:00","No","00:07.14","16","0.0"
Running,2020-05-11 06:44:00,false,"San Jose EZ8 ","8.01","656","01:03:22","136","161","2.6","189","208","7:55","7:17","404","410","1.08","0.0","0.0","--","--","0.0","0.0","0.0","1:03:22","0:00","59.0","0:00","No","00:01.83","9","0.0"
Running,2020-05-10 07:16:06,false,"San Jose EZ10 ","10.01","818","01:16:31","139","161","2.9","189","213","7:39","6:14","423","453","1.11","0.0","0.0","--","--","0.0","0.0","0.0","1:16:31","0:00","62.6","0:00","No","00:02.76","11","0.0"
Running,2020-05-09 06:41:48,false,"San Jose EZ10 ","10.01","765","01:16:30","135","157","2.6","186","216","7:39","5:37","259","367","1.13","0.0","0.0","--","--","0.0","0.0","0.0","1:16:30","0:00","62.6","0:00","No","00:02.15","11","0.0"
Running,2020-05-08 06:53:15,false,"San Jose EZ10 ","10.51","859","01:22:31","140","158","2.9","189","204","7:51","6:35","364","371","1.09","0.0","0.0","--","--","0.0","0.0","0.0","1:22:31","0:00","64.4","0:00","No","03:56.27","11","0.0"
Running,2020-05-07 06:40:45,false,"San Jose Hill Repeats 12x60s","10.51","924","01:27:29","142","165","3.0","176","248","8:19","4:54","469","449","1.09","0.0","0.0","--","--","0.0","0.0","0.0","1:27:29","0:00","60.8","0:00","No","00:44.35","32","0.0"
Running,2020-05-06 06:47:56,false,"San Jose EZ10 ","10.01","867","01:16:47","143","163","3.2","190","206","7:40","6:26","433","446","1.10","0.0","0.0","--","--","0.0","0.0","0.0","1:16:47","0:00","60.8","0:00","No","00:04.54","11","0.0"
Running,2020-05-05 06:42:52,false,"San Jose 8x600","10.01","835","01:14:23","144","170","3.4","187","237","7:26","5:19","190","220","1.15","0.0","0.0","--","--","0.0","0.0","0.0","1:14:23","0:00","53.6","0:00","No","00:02.55","23","0.0"
Running,2020-05-04 06:42:15,false,"San Jose EZ10 ","10.01","823","01:16:42","140","164","2.7","187","201","7:40","7:05","469","499","1.13","0.0","0.0","--","--","0.0","0.0","0.0","1:16:42","0:00","57.2","0:00","No","00:02.07","11","0.0"
Running,2020-05-03 07:06:20,false,"San Jose RC10","10.01","848","01:21:05","138","153","2.8","186","206","8:06","7:28","407","423","1.07","0.0","0.0","--","--","0.0","0.0","0.0","1:21:05","0:00","60.8","0:00","No","00:03.09","11","0.0"
Running,2020-05-02 07:09:19,false,"San Jose EZ10 ","10.01","848","01:16:25","142","154","3.1","189","204","7:38","6:50","430","446","1.11","0.0","0.0","--","--","0.0","0.0","0.0","1:16:25","0:00","64.4","0:00","No","00:02.68","11","0.0"
Running,2020-05-01 18:47:21,false,"San Jose RC2","2.00","182","00:16:03","136","148","2.2","187","213","8:01","7:21","26","30","1.07","0.0","0.0","--","--","0.0","0.0","0.0","16:03","0:00","75.2","0:00","No","00:01.44","3","0.0"
Running,2020-05-01 06:49:27,false,"San Jose EZ8 ","8.01","664","01:01:12","138","159","3.0","190","201","7:39","7:05","390","410","1.11","0.0","0.0","--","--","0.0","0.0","0.0","1:01:12","0:00","57.2","0:00","No","00:02.73","9","0.0"
Running,2020-04-30 06:44:16,false,"San Jose Hill Repeats 12x60s","8.01","706","01:07:38","141","165","3.1","173","248","8:27","4:44","607","617","1.08","0.0","0.0","--","--","0.0","0.0","0.0","1:07:38","0:00","62.6","0:00","No","00:02.01","30","0.0"
Running,2020-04-29 06:41:44,false,"San Jose EZ10 ","10.01","815","01:16:48","139","159","3.0","188","213","7:40","6:34","417","443","1.12","0.0","0.0","--","--","0.0","0.0","0.0","1:16:48","0:00","62.6","0:00","No","00:02.65","11","0.0"
Running,2020-04-28 06:58:03,false,"San Jose 12x400","8.01","720","01:00:23","149","169","3.6","187","249","7:33","5:03","384","390","1.13","0.0","0.0","--","--","0.0","0.0","0.0","1:00:23","0:00","64.4","0:00","No","00:49.25","27","0.0"
Running,2020-04-27 06:54:13,false,"San Jose EZ8 ","8.01","679","01:02:37","140","159","2.9","188","199","7:49","7:12","404","430","1.10","0.0","0.0","--","--","0.0","0.0","0.0","1:02:37","0:00","59.0","0:00","No","00:02.64","9","0.0"
Running,2020-04-26 07:06:38,false,"San Jose RC8 ","8.01","606","01:08:59","128","149","2.3","181","195","8:37","7:08","364","387","1.03","0.0","0.0","--","--","0.0","0.0","0.0","1:08:59","0:00","62.6","0:00","No","00:02.96","9","0.0"
Running,2020-04-25 07:06:09,false,"San Jose EZ10 ","10.01","874","01:15:13","145","163","3.8","189","204","7:31","7:02","430","449","1.13","0.0","0.0","--","--","0.0","0.0","0.0","1:15:13","0:00","66.2","0:00","No","00:02.87","11","0.0"
Running,2020-04-24 07:04:48,false,"San Jose EZ8 ","8.01","683","01:02:32","141","159","3.1","189","203","7:49","6:23","397","407","1.09","0.0","0.0","--","--","0.0","0.0","0.0","1:02:32","0:00","62.6","0:00","No","00:02.94","9","0.0"
Running,2020-04-23 06:34:21,false,"San Jose Hill Repeats 12x60s","8.00","734","01:07:49","142","164","3.2","174","241","8:29","4:49","574","607","1.08","0.0","0.0","--","--","0.0","0.0","0.0","1:07:49","0:00","62.6","0:00","No","00:01.34","32","0.0"
Running,2020-04-22 06:43:54,false,"San Jose EZ10 ","10.00","863","01:16:32","145","161","3.2","189","207","7:39","5:50","443","453","1.11","0.0","0.0","--","--","0.0","0.0","0.0","1:16:32","0:00","57.2","0:00","No","00:01.62","11","0.0"
Running,2020-04-21 07:08:05,false,"San Jose 16x300","8.00","742","01:02:25","149","173","3.6","179","249","7:48","4:41","390","407","1.14","0.0","0.0","--","--","0.0","0.0","0.0","1:02:25","0:00","60.8","0:00","No","00:01.49","36","0.0"
Running,2020-04-20 07:01:28,false,"San Jose EZ8 ","8.00","730","01:01:08","146","165","3.4","188","204","7:38","7:04","390","413","1.12","0.0","0.0","--","--","0.0","0.0","0.0","1:01:08","0:00","60.8","0:00","No","00:01.76","9","0.0"
Running,2020-04-19 07:02:14,false,"San Jose RC10k ","6.20","496","00:49:50","131","152","2.5","188","204","8:02","7:20","243","256","1.06","0.0","0.0","--","--","0.0","0.0","0.0","49:50","0:00","57.2","0:00","No","01:31.26","7","0.0"
Running,2020-04-18 07:07:29,false,"San Jose EZ10 ","10.01","823","01:16:53","140","158","3.1","190","230","7:41","6:51","430","440","1.10","0.0","0.0","--","--","0.0","0.0","0.0","1:16:53","0:00","60.8","0:00","No","00:03.03","11","0.0"
Running,2020-04-17 07:07:57,false,"San Jose EZ8 ","8.01","669","01:03:53","138","157","2.8","188","213","7:59","6:50","394","410","1.07","0.0","0.0","--","--","0.0","0.0","0.0","1:03:53","0:00","60.8","0:00","No","00:01.62","9","0.0"
Running,2020-04-16 07:04:18,false,"San Jose Hill Repeats 12x60s","8.00","744","01:10:26","141","163","3.0","168","238","8:48","4:47","568","574","1.08","0.0","0.0","--","--","0.0","0.0","0.0","1:10:26","0:00","59.0","0:00","No","00:02.19","30","0.0"
Running,2020-04-15 07:01:16,false,"San Jose EZ10 ","10.00","838","01:14:34","143","157","3.2","190","210","7:27","6:17","436","453","1.14","0.0","0.0","--","--","0.0","0.0","0.0","1:14:34","0:00","60.8","0:00","No","00:01.74","11","0.0"
Running,2020-04-14 07:01:19,false,"San Jose 16x300","8.01","724","01:02:17","147","171","3.4","180","233","7:47","5:03","397","420","1.14","0.0","0.0","--","--","0.0","0.0","0.0","1:02:17","0:00","57.2","0:00","No","00:54.66","34","0.0"
Running,2020-04-13 07:03:52,false,"San Jose EZ8 ","8.00","687","01:02:12","142","161","3.0","187","208","7:46","7:01","397","417","1.11","0.0","0.0","--","--","0.0","0.0","0.0","1:02:12","0:00","60.8","0:00","No","00:01.82","9","0.0"
Running,2020-04-12 07:41:03,false,"San Jose RC5","5.00","433","00:41:08","135","148","2.5","185","199","8:13","7:14","85","92","1.06","0.0","0.0","--","--","0.0","0.0","0.0","41:08","0:00","60.8","0:00","No","00:02.45","6","0.0"
Running,2020-04-11 07:26:02,false,"San Jose EZ10 ","10.01","789","01:16:50","138","159","3.0","189","199","7:41","6:43","443","456","1.11","0.0","0.0","--","--","0.0","0.0","0.0","1:16:50","0:00","60.8","0:00","No","00:03.04","11","0.0"
Running,2020-04-10 07:11:18,false,"San Jose EZ8 ","8.01","662","01:03:37","135","152","2.7","187","208","7:57","7:10","404","400","1.08","0.0","0.0","--","--","0.0","0.0","0.0","1:03:37","0:00","60.8","0:00","No","00:01.96","9","0.0"
Running,2020-04-09 07:08:12,false,"San Jose EZ8","8.01","648","01:03:35","136","156","2.6","188","204","7:56","7:18","407","423","1.08","0.0","0.0","--","--","0.0","0.0","0.0","1:03:35","0:00","60.8","0:00","No","00:02.91","9","0.0"
Running,2020-04-08 07:06:22,false,"San Jose EZ10 ","10.01","817","01:17:20","139","155","2.9","189","218","7:44","5:51","453","459","1.10","0.0","0.0","--","--","0.0","0.0","0.0","1:17:20","0:00","57.2","0:00","No","00:04.12","11","0.0"
Running,2020-04-07 07:10:27,false,"San Jose EZ8","8.01","698","01:03:51","141","159","3.0","188","201","7:58","7:06","404","413","1.07","0.0","0.0","--","--","0.0","0.0","0.0","1:03:51","0:00","53.6","0:00","No","00:02.75","9","0.0"
Running,2020-04-06 07:05:58,false,"San Jose RC8 ","8.01","690","01:03:39","138","154","2.9","188","210","7:57","7:21","404","417","1.08","0.0","0.0","--","--","0.0","0.0","0.0","1:03:39","0:00","55.4","0:00","No","00:02.79","9","0.0"
Running,2020-04-05 08:25:17,false,"San Jose RC5k ","3.10","291","00:24:54","140","155","2.7","190","199","8:01","7:33","39","66","1.06","0.0","0.0","--","--","0.0","0.0","0.0","24:54","0:00","62.6","0:00","No","00:47.68","4","0.0"
Running,2020-04-04 07:00:46,false,"San Jose EZ10 ","10.01","866","01:16:01","144","167","3.5","191","206","7:36","7:09","489","479","1.11","0.0","0.0","--","--","0.0","0.0","0.0","1:16:01","0:00","53.6","0:00","No","00:03.17","11","0.0"
Running,2020-04-03 07:01:27,false,"San Jose RC8 ","8.01","661","01:01:31","141","154","2.9","189","201","7:41","7:05","410","427","1.11","0.0","0.0","--","--","0.0","0.0","0.0","1:01:31","0:00","53.6","0:00","No","00:02.90","9","0.0"
Running,2020-04-02 06:58:38,false,"San Jose RC8","8.01","680","01:03:39","141","165","2.9","189","206","7:57","7:16","397","407","1.07","0.0","0.0","--","--","0.0","0.0","0.0","1:03:39","0:00","55.4","0:00","No","00:01.38","9","0.0"
Running,2020-04-01 07:19:12,false,"San Jose EZ10","10.01","829","01:16:19","140","161","3.1","190","203","7:38","6:47","472","489","1.11","0.0","0.0","--","--","0.0","0.0","0.0","1:16:19","0:00","53.6","0:00","No","00:02.44","11","0.0"
Running,2020-03-31 07:21:50,false,"San Jose RC8","8.01","664","01:02:24","137","153","3.0","188","208","7:48","7:02","390","394","1.10","0.0","0.0","--","--","0.0","0.0","0.0","1:02:24","0:00","57.2","0:00","No","00:03.20","9","0.0"
Running,2020-03-30 07:28:43,false,"San Jose RC8","8.01","678","01:04:34","139","157","2.7","188","202","8:04","7:26","400","423","1.06","0.0","0.0","--","--","0.0","0.0","0.0","1:04:34","0:00","57.2","0:00","No","00:03.96","9","0.0"
Running,2020-03-29 07:17:56,false,"San Jose EZ10","10.01","808","01:23:32","136","162","2.5","186","202","8:21","7:51","479","495","1.04","0.0","0.0","--","--","0.0","0.0","0.0","1:23:32","0:00","60.8","0:00","No","00:03.83","11","0.0"
Running,2020-03-28 08:29:16,false,"San Jose RC10k ","6.21","574","00:51:51","138","154","3.0","187","197","8:21","7:29","102","108","1.03","0.0","0.0","--","--","0.0","0.0","0.0","51:51","0:00","57.2","0:00","No","01:40.97","7","0.0"
Running,2020-03-27 07:16:21,false,"San Jose EZ10k","6.20","528","00:47:37","139","153","2.9","190","205","7:41","6:46","151","167","1.10","0.0","0.0","--","--","0.0","0.0","0.0","47:37","0:00","57.2","0:00","No","01:26.97","7","0.0"
Running,2020-03-26 07:28:57,false,"San Jose EZ9","9.01","772","01:11:07","140","158","3.0","189","201","7:54","7:09","276","285","1.08","0.0","0.0","--","--","0.0","0.0","0.0","1:11:07","0:00","55.4","0:00","No","00:03.23","10","0.0"
Running,2020-03-25 07:29:49,false,"San Jose RC10k ","6.20","536","00:50:29","136","149","2.7","190","201","8:08","7:30","108","118","1.04","0.0","0.0","--","--","0.0","0.0","0.0","50:29","0:00","59.0","0:00","No","01:35.13","7","0.0"
Running,2020-03-24 07:14:31,false,"San Jose GA9","9.01","771","01:10:08","141","157","2.9","190","213","7:47","6:58","269","285","1.09","0.0","0.0","--","--","0.0","0.0","0.0","1:10:08","0:00","59.0","0:00","No","00:02.34","10","0.0"
Running,2020-03-23 07:22:25,false,"San Jose EZ8 ","8.00","656","01:02:31","137","153","2.7","190","204","7:49","7:08","390","417","1.09","0.0","0.0","--","--","0.0","0.0","0.0","1:02:31","0:00","57.2","0:00","No","00:01.56","9","0.0"
Running,2020-03-22 07:38:50,false,"San Jose EZ8","8.01","642","01:03:50","136","157","2.5","189","203","7:58","7:21","407","410","1.07","0.0","0.0","--","--","0.0","0.0","0.0","1:03:50","0:00","57.2","0:00","No","00:01.100","9","0.0"
Running,2020-03-21 07:54:14,false,"San Jose RC10k ","6.20","552","00:50:05","139","154","2.9","186","213","8:04","6:34","98","115","1.07","0.0","0.0","--","--","0.0","0.0","0.0","50:05","0:00","55.4","0:00","No","01:24.42","7","0.0"
Running,2020-03-20 07:45:23,false,"San Jose RC45mins","5.39","503","00:45:01","139","152","3.0","187","197","8:22","7:58","85","92","1.03","0.0","0.0","--","--","0.0","0.0","0.0","45:01","0:00","57.2","0:00","No","03:14.09","6","0.0"
Running,2020-03-19 08:01:18,false,"San Jose RC10k ","6.20","582","00:52:53","138","158","2.9","187","203","8:32","7:35","108","151","1.01","0.0","0.0","--","--","0.0","0.0","0.0","52:53","0:00","60.8","0:00","No","01:43.54","7","0.0"
Running,2020-03-18 07:55:04,false,"San Jose RC10k ","6.20","511","00:49:40","133","152","2.6","188","199","8:00","7:19","121","141","1.07","0.0","0.0","--","--","0.0","0.0","0.0","49:40","0:00","57.2","0:00","No","01:32.17","7","0.0"
Running,2020-03-17 07:34:47,false,"San Jose RC45mins","5.29","511","00:45:00","139","159","2.8","188","204","8:31","7:36","108","128","1.00","0.0","0.0","--","--","0.0","0.0","0.0","45:00","0:00","53.6","0:00","No","02:21.11","6","0.0"
Running,2020-03-16 07:54:20,false,"San Jose Running","5.22","457","00:45:02","130","151","2.4","189","206","8:38","7:47","85","112","0.99","0.0","0.0","--","--","0.0","0.0","0.0","45:02","0:00","57.2","0:00","No","01:54.10","6","0.0"
Running,2020-03-15 08:43:43,false,"San Jose RC10k ","6.20","610","00:50:50","143","167","2.9","189","208","8:12","7:21","125","144","1.04","0.0","0.0","--","--","0.0","0.0","0.0","50:50","0:00","57.2","0:00","No","01:40.71","7","0.0"
Running,2020-03-14 07:39:29,false,"Leland T9","9.01","723","00:59:05","146","160","3.3","196","222","6:34","5:39","62","85","1.25","0.0","0.0","--","--","0.0","0.0","0.0","59:05","0:00","60.8","0:00","No","00:02.83","10","0.0"
Running,2020-03-13 06:29:12,false,"San Jose RC10k ","6.20","562","00:50:51","135","149","2.5","188","202","8:12","7:05","128","148","1.05","0.0","0.0","--","--","0.0","0.0","0.0","50:51","0:00","57.2","0:00","No","01:34.71","7","0.0"
Running,2020-03-12 07:13:30,false,"San Jose Running","1.01","102","00:07:43.8","146","162","2.0","186","194","7:41","7:22","13","16","1.13","0.0","0.0","--","--","0.0","0.0","0.0","7:43.8","0:00","57.2","0:00","No","00:02.22","2","0.0"
Running,2020-03-12 06:32:00,false,"Leland LT6 (3,3)","6.01","496","00:37:54","152","164","3.4","197","221","6:19","5:21","30","30","1.29","0.0","0.0","--","--","0.0","0.0","0.0","37:54","0:00","57.2","0:00","No","00:02.02","7","0.0"
Running,2020-03-12 06:21:04,false,"San Jose Running","1.00","96","00:08:05.2","139","156","2.0","192","201","8:03","6:05","10","16","1.04","0.0","0.0","--","--","0.0","0.0","0.0","8:05.2","0:00","69.8","0:00","No","00:02.17","2","0.0"
Running,2020-03-11 05:33:49,false,"San Jose ML12 ","12.01","932","01:31:30","137","149","2.9","188","204","7:37","6:41","89","118","1.12","0.0","0.0","--","--","0.0","0.0","0.0","1:31:30","0:00","55.4","0:00","No","00:02.97","13","0.0"
Running,2020-03-10 07:12:49,false,"San Jose Running","1.01","102","00:07:45.5","151","166","2.1","185","193","7:42","7:21","10","13","1.13","0.0","0.0","--","--","0.0","0.0","0.0","7:45.5","0:00","59.0","0:00","No","00:02.94","2","0.0"
Running,2020-03-10 06:32:32,false,"Leland LT6 (3,3)","6.01","507","00:36:54","161","173","3.8","197","213","6:09","5:35","16","23","1.33","0.0","0.0","--","--","0.0","0.0","0.0","36:54","0:00","59.0","0:00","No","00:02.06","7","0.0"
Running,2020-03-10 06:22:43,false,"San Jose Running","1.00","97","00:08:08.9","140","160","1.9","192","204","8:07","7:39","10","16","1.04","0.0","0.0","--","--","0.0","0.0","0.0","8:08.9","0:00","73.4","0:00","No","00:01.96","2","0.0"
Running,2020-03-09 06:35:03,false,"San Jose EZ10k","6.20","592","00:51:40","140","155","2.8","189","206","8:20","6:39","115","131","1.02","0.0","0.0","--","--","0.0","0.0","0.0","51:40","0:00","59.0","0:00","No","01:32.89","7","0.0"
Running,2020-03-08 08:15:34,false,"Long 18 w 10 strides ","18.01","1,379","02:20:24","140","157","3.0","190","229","7:48","4:47","397","443","1.09","0.0","0.0","--","--","0.0","0.0","0.0","2:20:24","0:00","59.0","0:00","No","00:03.72","19","0.0"
Running,2020-03-07 06:56:27,false,"Leland T10","10.01","785","01:05:52","145","160","3.4","196","229","6:35","6:07","46","72","1.25","0.0","0.0","--","--","0.0","0.0","0.0","1:05:52","0:00","57.2","0:00","No","00:03.03","11","0.0"
