Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Elev Gain,Elev Loss,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Avg GCT Balance,Training Stress Score®,Grit,Flow,Climb Time,Bottom Time,Min Temp,Surface Interval,Decompression,Best Lap Time,Number of Laps,Max Temp
Running,2020-08-28 07:08:19,false,"San Jose RC10k ","6.20","603","00:53:22","144","163","3.1","184","194","8:36","7:29","105","102","1.02","0.0","0.0","--","--","0.0","0.0","0.0","53:22","0:00","62.6","0:00","No","01:46.15","7","0.0"
Running,2020-08-27 16:31:38,false,"San Jose Running","4.01","327","00:26:45","149","158","--","195","218","6:41","5:18","245","234","0.00","0.0","0.0","--","--","0.0","0.0","0.0","26:45","0:00","0.0","0:00","No","00:02.00","5","0.0"
Running,2020-08-27 07:02:27,false,"Leland T5","5.01","400","00:33:14","151","173","3.5","194","218","6:38","5:20","16","33","1.25","0.0","0.0","--","--","0.0","0.0","0.0","33:14","0:00","64.4","0:00","No","00:02.55","6","0.0"
Running,2020-08-26 07:16:15,false,"San Jose GA5","5.01","425","00:37:05","144","162","3.3","191","203","7:24","6:59","59","69","1.14","0.0","0.0","--","--","0.0","0.0","0.0","37:05","0:00","66.2","0:00","No","00:03.56","6","0.0"
Running,2020-08-25 07:39:37,false,"San Jose RC5k","3.10","273","00:26:07","136","154","2.6","188","199","8:25","7:47","62","72","1.02","0.0","0.0","--","--","0.0","0.0","0.0","26:07","0:00","71.6","0:00","No","00:52.64","4","0.0"
Running,2020-08-24 07:34:15,false,"San Jose RC5k ","3.10","289","00:27:16","137","151","2.6","187","202","8:47","8:00","66","59","0.98","0.0","0.0","--","--","0.0","0.0","0.0","27:16","0:00","75.2","0:00","No","00:51.04","4","0.0"
Running,2020-08-23 07:35:19,false,"San Jose RC5k","3.10","280","00:27:36","135","150","2.3","185","197","8:54","8:14","43","49","0.98","0.0","0.0","--","--","0.0","0.0","0.0","27:36","0:00","71.6","0:00","No","00:53.65","4","0.0"
Running,2020-08-22 07:40:31,false,"San Jose RC5k ","3.10","267","00:27:24","131","144","2.3","185","195","8:50","8:13","46","52","0.98","0.0","0.0","--","--","0.0","0.0","0.0","27:24","0:00","75.2","0:00","No","00:53.54","4","0.0"
Running,2020-08-21 07:06:10,false,"San Jose RC5k ","3.11","280","00:26:06","138","150","2.7","186","208","8:24","7:44","62","75","1.03","0.0","0.0","--","--","0.0","0.0","0.0","26:06","0:00","68.0","0:00","No","00:53.64","4","0.0"
Running,2020-08-20 07:01:43,false,"San Jose RC5k ","3.10","270","00:25:59","135","147","2.6","186","199","8:23","7:56","36","52","1.03","0.0","0.0","--","--","0.0","0.0","0.0","25:59","0:00","68.0","0:00","No","00:54.08","4","0.0"
Running,2020-08-19 07:36:04,false,"San Jose RC5k ","3.10","303","00:26:43","143","162","3.0","186","206","8:37","6:58","85","72","1.00","0.0","0.0","--","--","0.0","0.0","0.0","26:43","0:00","73.4","0:00","No","00:50.67","4","0.0"
Running,2020-08-18 07:03:48,false,"San Jose RC5k ","3.10","294","00:26:15","140","157","2.9","186","197","8:28","8:02","43","49","1.02","0.0","0.0","--","--","0.0","0.0","0.0","26:15","0:00","75.2","0:00","No","00:49.57","4","0.0"
Running,2020-08-17 07:01:04,false,"San Jose RC5k ","3.10","284","00:25:48","139","152","2.6","185","199","8:19","6:47","59","39","1.05","0.0","0.0","--","--","0.0","0.0","0.0","25:48","0:00","77.0","0:00","No","00:51.95","4","0.0"
Running,2020-08-16 07:24:28,false,"San Jose RC5k ","3.11","281","00:26:59","132","146","2.4","185","204","8:41","8:07","33","46","1.00","0.0","0.0","--","--","0.0","0.0","0.0","26:59","0:00","82.4","0:00","No","00:53.88","4","0.0"
Running,2020-08-15 08:07:19,false,"San Jose RC5k","3.10","290","00:27:20","132","147","2.4","185","193","8:48","8:00","56","69","0.99","0.0","0.0","--","--","0.0","0.0","0.0","27:20","0:00","78.8","0:00","No","00:56.31","4","0.0"
Running,2020-08-14 07:11:05,false,"San Jose RC5k","3.10","280","00:27:06","130","141","2.2","186","193","8:44","8:03","39","49","0.99","0.0","0.0","--","--","0.0","0.0","0.0","27:06","0:00","77.0","0:00","No","00:56.47","4","0.0"
Running,2020-08-13 06:55:37,false,"Leland GA10k","6.20","511","00:45:22","139","155","3.1","192","204","7:19","6:39","30","43","1.15","0.0","0.0","--","--","0.0","0.0","0.0","45:22","0:00","66.2","0:00","No","01:34.65","7","0.0"
Running,2020-08-12 07:16:18,false,"San Jose EZ8 ","8.01","715","01:03:56","143","162","3.1","189","206","7:59","7:23","384","404","1.07","0.0","0.0","--","--","0.0","0.0","0.0","1:03:56","0:00","68.0","0:00","No","00:02.02","9","0.0"
Running,2020-08-11 07:14:23,false,"Leland GA10k","6.20","509","00:46:23","138","152","3.0","191","206","7:29","6:44","26","52","1.13","0.0","0.0","--","--","0.0","0.0","0.0","46:23","0:00","64.4","0:00","No","01:36.96","7","0.0"
Running,2020-08-10 07:06:26,false,"San Jose RC10k ","6.20","509","00:51:59","134","153","2.4","190","201","8:23","7:41","125","141","1.01","0.0","0.0","--","--","0.0","0.0","0.0","51:59","0:00","66.2","0:00","No","01:45.68","7","0.0"
Running,2020-08-09 08:00:09,false,"San Jose RC5k","3.10","279","00:27:39","130","141","2.2","186","197","8:55","8:19","43","52","0.97","0.0","0.0","--","--","0.0","0.0","0.0","27:39","0:00","75.2","0:00","No","00:54.76","4","0.0"
Running,2020-08-08 06:59:51,false,"San Jose RC5k","3.10","334","00:28:45","141","155","2.7","187","199","9:16","8:38","52","66","0.93","0.0","0.0","--","--","0.0","0.0","0.0","28:45","0:00","68.0","0:00","No","00:59.20","4","0.0"
Running,2020-08-07 07:00:02,false,"San Jose RC5k","3.10","290","00:27:18","135","155","2.4","188","197","8:48","8:23","30","49","0.97","0.0","0.0","--","--","0.0","0.0","0.0","27:18","0:00","69.8","0:00","No","00:56.82","4","0.0"
Running,2020-08-06 07:00:54,false,"EZ5","5.00","417","00:40:11","133","149","2.5","193","213","8:02","6:19","33","49","1.04","0.0","0.0","--","--","0.0","0.0","0.0","40:11","0:00","69.8","0:00","No","00:01.79","6","0.0"
Running,2020-08-05 06:57:11,false,"San Jose RC5k","3.10","276","00:29:47","124","146","1.9","192","203","9:36","8:38","43","52","0.88","0.0","0.0","--","--","0.0","0.0","0.0","29:47","0:00","69.8","0:00","No","00:57.67","4","0.0"
Running,2020-08-04 07:38:25,false,"San Jose Running","1.00","108","00:09:09.0","137","147","1.8","190","202","9:08","7:21","13","13","0.93","0.0","0.0","--","--","0.0","0.0","0.0","9:09.0","0:00","66.2","0:00","No","00:01.04","2","0.0"
Running,2020-08-04 07:08:16,false,"Leland LT2x2","4.01","320","00:24:57","152","172","3.0","198","219","6:14","5:44","33","39","1.30","0.0","0.0","--","--","0.0","0.0","0.0","24:57","0:00","66.2","0:00","No","00:01.99","5","0.0"
Running,2020-08-04 06:58:23,false,"San Jose Running","1.01","94","00:08:06.1","138","152","1.8","195","204","8:03","7:32","7","13","1.03","0.0","0.0","--","--","0.0","0.0","0.0","8:06.1","0:00","71.6","0:00","No","00:01.63","2","0.0"
Running,2020-08-03 07:31:13,false,"San Jose RC10k ","6.20","584","00:52:39","136","150","2.9","185","197","8:29","8:03","98","102","1.02","0.0","0.0","--","--","0.0","0.0","0.0","52:39","0:00","69.8","0:00","No","01:44.82","7","0.0"
Running,2020-08-02 07:19:29,false,"San Jose RC8 ","8.01","732","01:03:43","140","152","2.8","186","199","7:58","7:11","151","190","1.09","0.0","0.0","--","--","0.0","0.0","0.0","1:03:43","0:00","66.2","0:00","No","00:02.07","9","0.0"
Running,2020-08-01 08:10:20,false,"San Jose Running","1.00","94","00:07:36.3","140","150","1.8","186","195","7:34","7:01","10","13","1.14","0.0","0.0","--","--","0.0","0.0","0.0","7:36.3","0:00","68.0","0:00","No","00:01.85","2","0.0"
Running,2020-08-01 07:32:59,false,"Leland T5","5.01","404","00:32:21","148","163","3.2","195","209","6:28","6:03","13","16","1.28","0.0","0.0","--","--","0.0","0.0","0.0","32:21","0:00","68.0","0:00","No","00:03.02","6","0.0"
Running,2020-07-31 07:11:02,false,"San Jose RC10k ","6.20","545","00:53:23","133","151","2.3","185","195","8:36","7:59","112","141","1.01","0.0","0.0","--","--","0.0","0.0","0.0","53:23","0:00","66.2","0:00","No","01:41.69","7","0.0"
Running,2020-07-30 08:01:06,false,"San Jose Running","1.00","97","00:08:13.8","136","146","1.7","183","190","8:13","7:37","13","10","1.07","0.0","0.0","--","--","0.0","0.0","0.0","8:13.8","0:00","68.0","0:00","No","00:01.58","2","0.0"
Running,2020-07-30 07:21:12,false,"TLT5","5.01","374","00:31:42","145","165","3.0","197","213","6:20","5:28","10","30","1.29","0.0","0.0","--","--","0.0","0.0","0.0","31:42","0:00","68.0","0:00","No","00:02.34","6","0.0"
Running,2020-07-29 07:14:06,false,"San Jose RC10k ","6.20","528","00:51:50","134","149","2.4","186","199","8:21","7:55","102","118","1.04","0.0","0.0","--","--","0.0","0.0","0.0","51:50","0:00","68.0","0:00","No","01:40.49","7","0.0"
Running,2020-07-28 08:01:00,false,"San Jose Running","1.00","94","00:08:17.2","135","146","1.7","185","197","8:15","7:17","10","16","1.05","0.0","0.0","--","--","0.0","0.0","0.0","8:17.2","0:00","68.0","0:00","No","00:01.82","2","0.0"
Running,2020-07-28 07:31:38,false,"Leland T4","4.01","327","00:26:45","149","158","3.1","195","224","6:41","5:18","10","13","1.24","0.0","0.0","--","--","0.0","0.0","0.0","26:45","0:00","68.0","0:00","No","00:01.77","5","0.0"
Running,2020-07-28 07:21:02,false,"San Jose Running","1.00","58","00:08:13.7","106","130","0.5","192","204","8:12","7:56","10","13","1.02","0.0","0.0","--","--","0.0","0.0","0.0","8:13.7","0:00","75.2","0:00","No","00:01.14","2","0.0"
Running,2020-07-27 07:04:43,false,"South Lake Tahoe RC10k ","6.20","521","00:54:29","131","148","2.4","186","213","8:47","8:06","184","197","0.98","0.0","0.0","--","--","0.0","0.0","0.0","54:29","0:00","64.4","0:00","No","01:53.62","7","0.0"
Running,2020-07-26 06:42:49,false,"South Lake Tahoe Running","4.36","387","00:38:49","132","150","2.3","188","204","8:54","8:11","115","125","0.97","0.0","0.0","--","--","0.0","0.0","0.0","38:49","0:00","64.4","0:00","No","03:15.87","5","0.0"
Running,2020-07-25 08:11:27,false,"South Lake Tahoe Running","2.12","212","00:18:41","136","157","2.3","185","195","8:49","8:16","128","112","0.99","0.0","0.0","--","--","0.0","0.0","0.0","18:41","0:00","71.6","0:00","No","01:07.77","3","0.0"
Running,2020-07-24 06:49:29,false,"San Jose Running","5.01","439","00:42:41","133","148","2.3","186","201","8:31","7:42","62","75","1.01","0.0","0.0","--","--","0.0","0.0","0.0","42:41","0:00","62.6","0:00","No","00:02.66","6","0.0"
Running,2020-07-23 07:37:13,false,"San Jose Running","1.01","93","00:07:25.5","145","159","2.0","186","192","7:23","6:58","13","13","1.17","0.0","0.0","--","--","0.0","0.0","0.0","7:25.5","0:00","64.4","0:00","No","00:02.17","2","0.0"
Running,2020-07-23 07:01:08,false,"San Jose Running","5.01","386","00:32:35","145","163","3.1","195","213","6:30","6:02","30","39","1.27","0.0","0.0","--","--","0.0","0.0","0.0","32:35","0:00","64.4","0:00","No","00:02.86","6","0.0"
Running,2020-07-22 07:06:52,false,"San Jose RC10k ","6.20","532","00:52:36","135","151","2.3","186","195","8:29","7:36","98","115","1.02","0.0","0.0","--","--","0.0","0.0","0.0","52:36","0:00","66.2","0:00","No","01:43.55","7","0.0"
Running,2020-07-21 07:30:25,false,"San Jose Running","1.01","97","00:08:23.4","137","144","1.8","183","191","8:19","7:58","13","16","1.06","0.0","0.0","--","--","0.0","0.0","0.0","8:23.4","0:00","64.4","0:00","No","00:03.16","2","0.0"
Running,2020-07-21 07:15:03,false,"Leland LT2","2.00","156","00:12:50","145","161","2.3","199","223","6:24","6:09","7","16","1.26","0.0","0.0","--","--","0.0","0.0","0.0","12:50","0:00","66.2","0:00","No","00:01.01","3","0.0"
Running,2020-07-21 07:02:56,false,"San Jose Running","1.00","99","00:08:29.1","139","153","2.0","191","201","8:27","7:46","13","13","1.00","0.0","0.0","--","--","0.0","0.0","0.0","8:29.1","0:00","73.4","0:00","No","00:01.53","2","0.0"
Running,2020-07-20 07:07:02,false,"San Jose RC7","7.00","662","01:00:08","138","154","2.7","185","199","8:35","7:36","105","125","1.01","0.0","0.0","--","--","0.0","0.0","0.0","1:00:08","0:00","64.4","0:00","No","00:02.23","8","0.0"
Running,2020-07-19 07:19:30,false,"San Jose ML12 ","12.00","1,052","01:39:01","137","152","2.8","185","194","8:15","7:27","240","253","1.05","0.0","0.0","--","--","0.0","0.0","0.0","1:39:01","0:00","64.4","0:00","No","00:02.33","13","0.0"
Running,2020-07-18 08:17:44,false,"San Jose Running","1.01","105","00:08:21.1","142","168","2.0","183","193","8:17","7:58","13","10","1.06","0.0","0.0","--","--","0.0","0.0","0.0","8:21.1","0:00","66.2","0:00","No","00:03.10","2","0.0"
Running,2020-07-18 07:13:20,false,"San Jose T9 ","9.01","718","00:59:46","146","163","3.3","194","224","6:38","6:02","39","52","1.25","0.0","0.0","--","--","0.0","0.0","0.0","59:46","0:00","68.0","0:00","No","00:02.69","10","0.0"
Running,2020-07-17 06:49:51,false,"San Jose EZ8 ","8.01","697","01:06:56","135","152","2.5","185","197","8:22","7:29","128","174","1.04","0.0","0.0","--","--","0.0","0.0","0.0","1:06:56","0:00","64.4","0:00","No","00:02.42","9","0.0"
Running,2020-07-16 07:59:47,false,"San Jose Running","1.01","96","00:07:37.6","142","152","1.9","186","199","7:35","6:52","13","16","1.14","0.0","0.0","--","--","0.0","0.0","0.0","7:37.6","0:00","66.2","0:00","No","00:02.21","2","0.0"
Running,2020-07-16 07:03:39,false,"Leland TLT7 ","7.01","527","00:44:33","146","166","3.0","197","230","6:21","5:08","49","56","1.28","0.0","0.0","--","--","0.0","0.0","0.0","44:33","0:00","66.2","0:00","No","00:02.19","8","0.0"
Running,2020-07-15 06:34:47,false,"San Jose ML12 ","12.01","1,027","01:38:27","137","153","2.8","185","199","8:12","7:21","233","233","1.06","0.0","0.0","--","--","0.0","0.0","0.0","1:38:27","0:00","62.6","0:00","No","00:02.15","13","0.0"
Running,2020-07-14 07:59:54,false,"San Jose Running","1.01","98","00:07:45.8","143","154","2.0","187","195","7:42","7:21","13","16","1.12","0.0","0.0","--","--","0.0","0.0","0.0","7:45.8","0:00","64.4","0:00","No","00:02.47","2","0.0"
Running,2020-07-14 07:09:59,false,"Leland LT6 (2,2,1,1)","6.01","452","00:37:54","145","162","2.9","198","224","6:19","5:42","85","105","1.29","0.0","0.0","--","--","0.0","0.0","0.0","37:54","0:00","64.4","0:00","No","00:02.11","7","0.0"
Running,2020-07-14 06:59:06,false,"San Jose Running","1.00","91","00:08:24.8","131","159","1.7","191","201","8:24","7:33","10","23","1.00","0.0","0.0","--","--","0.0","0.0","0.0","8:24.8","0:00","71.6","0:00","No","00:01.07","2","0.0"
Running,2020-07-13 06:57:08,false,"San Jose EZ8 ","8.00","684","01:05:46","135","149","2.5","185","199","8:13","7:12","180","197","1.06","0.0","0.0","--","--","0.0","0.0","0.0","1:05:46","0:00","66.2","0:00","No","00:00.86","9","0.0"
Running,2020-07-12 07:00:32,false,"San Jose ML12 ","12.01","998","01:39:56","137","156","2.7","186","199","8:19","7:44","223","207","1.04","0.0","0.0","--","--","0.0","0.0","0.0","1:39:56","0:00","68.0","0:00","No","00:03.19","13","0.0"
Running,2020-07-11 08:06:42,false,"San Jose Running","1.00","103","00:07:55.1","145","153","2.0","185","192","7:53","7:17","10","16","1.10","0.0","0.0","--","--","0.0","0.0","0.0","7:55.1","0:00","69.8","0:00","No","00:01.35","2","0.0"
Running,2020-07-11 07:02:55,false,"Leland T9 ","9.01","776","01:00:21","150","165","4.0","193","213","6:42","5:59","16","30","1.25","0.0","0.0","--","--","0.0","0.0","0.0","1:00:21","0:00","69.8","0:00","No","00:02.55","10","0.0"
Running,2020-07-10 06:32:01,false,"San Jose EZ8 ","8.01","734","01:05:08","140","154","2.9","187","218","8:08","6:51","164","190","1.06","0.0","0.0","--","--","0.0","0.0","0.0","1:05:08","0:00","62.6","0:00","No","00:02.45","9","0.0"
Running,2020-07-09 07:40:01,false,"San Jose Running","1.01","97","00:07:32.8","144","154","2.0","188","199","7:30","7:10","10","13","1.14","0.0","0.0","--","--","0.0","0.0","0.0","7:32.8","0:00","62.6","0:00","No","00:01.71","2","0.0"
Running,2020-07-09 06:45:24,false,"Leland TLT7 ","7.01","535","00:44:11","145","161","3.0","196","221","6:18","5:15","52","62","1.30","0.0","0.0","--","--","0.0","0.0","0.0","44:11","0:00","62.6","0:00","No","00:01.34","8","0.0"
Running,2020-07-08 06:30:57,false,"San Jose ML12 ","12.00","1,014","01:31:59","141","158","3.0","188","203","7:40","6:56","197","203","1.12","0.0","0.0","--","--","0.0","0.0","0.0","1:31:59","0:00","62.6","0:00","No","00:01.66","13","0.0"
Running,2020-07-07 07:30:57,false,"San Jose Running","1.01","100","00:07:55.1","144","152","2.0","187","197","7:52","7:32","10","20","1.10","0.0","0.0","--","--","0.0","0.0","0.0","7:55.1","0:00","62.6","0:00","No","00:02.62","2","0.0"
Running,2020-07-07 06:46:11,false,"Leland LT2x3","6.01","454","00:37:16","147","165","3.0","201","229","6:12","5:27","36","43","1.29","0.0","0.0","--","--","0.0","0.0","0.0","37:16","0:00","62.6","0:00","No","00:02.33","7","0.0"
Running,2020-07-07 06:35:00,false,"San Jose Running","1.00","97","00:08:00.5","142","154","2.0","194","203","7:59","7:25","10","16","1.04","0.0","0.0","--","--","0.0","0.0","0.0","8:00.5","0:00","69.8","0:00","No","00:01.28","2","0.0"
Running,2020-07-06 06:42:08,false,"San Jose EZ8 ","8.01","698","01:05:57","139","164","2.8","185","199","8:14","7:18","161","190","1.06","0.0","0.0","--","--","0.0","0.0","0.0","1:05:57","0:00","60.8","0:00","No","00:02.23","9","0.0"
Running,2020-07-05 07:03:28,false,"San Jose EZ10 ","10.00","856","01:21:33","136","151","2.6","186","199","8:09","7:17","121","141","1.06","0.0","0.0","--","--","0.0","0.0","0.0","1:21:33","0:00","68.0","0:00","No","00:01.47","11","0.0"
Running,2020-07-04 07:54:40,false,"San Jose Running","1.00","95","00:07:49.6","138","146","1.7","186","195","7:47","7:17","7","13","1.11","0.0","0.0","--","--","0.0","0.0","0.0","7:49.6","0:00","66.2","0:00","No","00:01.47","2","0.0"
Running,2020-07-04 06:50:20,false,"Leland T9 ","9.01","752","01:00:07","148","161","3.7","194","218","6:40","6:08","7","30","1.24","0.0","0.0","--","--","0.0","0.0","0.0","1:00:07","0:00","66.2","0:00","No","00:02.21","10","0.0"
Running,2020-07-03 06:36:25,false,"San Jose EZ8 ","8.01","738","01:07:01","140","157","2.6","186","199","8:22","7:44","125","128","1.04","0.0","0.0","--","--","0.0","0.0","0.0","1:07:01","0:00","60.8","0:00","No","00:02.92","9","0.0"
Running,2020-07-02 07:33:44,false,"San Jose Running","1.00","92","00:07:36.2","138","145","1.7","187","206","7:34","7:04","7","10","1.14","0.0","0.0","--","--","0.0","0.0","0.0","7:36.2","0:00","62.6","0:00","No","00:01.36","2","0.0"
Running,2020-07-02 06:40:00,false,"Leland TLT7 ","7.01","537","00:44:08","148","162","3.2","199","226","6:18","5:28","46","59","1.28","0.0","0.0","--","--","0.0","0.0","0.0","44:08","0:00","62.6","0:00","No","00:01.87","8","0.0"
Running,2020-07-01 06:15:13,false,"San Jose ML12 ","12.00","984","01:39:06","138","156","2.7","186","203","8:15","7:32","249","262","1.05","0.0","0.0","--","--","0.0","0.0","0.0","1:39:06","0:00","60.8","0:00","No","00:02.25","13","0.0"
Running,2020-06-30 07:24:14,false,"San Jose Running","1.00","100","00:08:01.1","143","151","2.0","185","194","7:59","7:23","10","20","1.09","0.0","0.0","--","--","0.0","0.0","0.0","8:01.1","0:00","66.2","0:00","No","00:01.74","2","0.0"
Running,2020-06-30 06:37:51,false,"Leland LT2x3","6.01","484","00:37:50","154","174","3.3","198","230","6:18","5:33","--","3","1.29","0.0","0.0","--","--","0.0","0.0","0.0","37:50","0:00","66.2","0:00","No","00:01.94","7","0.0"
Running,2020-06-30 06:26:30,false,"San Jose Running","1.01","85","00:08:02.6","130","148","1.5","194","204","7:58","7:37","10","13","1.04","0.0","0.0","--","--","0.0","0.0","0.0","8:02.6","0:00","73.4","0:00","No","00:03.80","2","0.0"
Running,2020-06-29 06:33:30,false,"San Jose EZ8 ","8.01","675","01:04:23","138","157","2.7","188","201","8:02","7:13","384","423","1.06","0.0","0.0","--","--","0.0","0.0","0.0","1:04:23","0:00","60.8","0:00","No","00:02.73","9","0.0"
Running,2020-06-28 06:57:13,false,"San Jose EZ8 ","8.01","729","01:05:41","141","160","2.9","188","213","8:12","6:25","131","141","1.05","0.0","0.0","--","--","0.0","0.0","0.0","1:05:41","0:00","66.2","0:00","No","00:03.38","9","0.0"
Running,2020-06-27 07:34:32,false,"San Jose Running","1.00","99","00:08:05.1","139","147","1.8","186","194","8:03","7:37","10","20","1.07","0.0","0.0","--","--","0.0","0.0","0.0","8:05.1","0:00","66.2","0:00","No","00:01.97","2","0.0"
Running,2020-06-27 06:41:54,false,"Leland T7","7.01","592","00:46:54","150","162","3.4","198","230","6:42","5:56","62","52","1.22","0.0","0.0","--","--","0.0","0.0","0.0","46:54","0:00","66.2","0:00","No","00:02.19","8","0.0"
Running,2020-06-26 06:34:54,false,"San Jose EZ8 ","8.01","716","01:04:28","139","152","2.8","188","201","8:03","7:03","157","190","1.06","0.0","0.0","--","--","0.0","0.0","0.0","1:04:28","0:00","64.4","0:00","No","00:02.55","9","0.0"
Running,2020-06-25 07:32:36,false,"San Jose Running","1.00","92","00:07:26.1","140","152","1.8","191","201","7:25","7:03","10","16","1.14","0.0","0.0","--","--","0.0","0.0","0.0","7:26.1","0:00","64.4","0:00","No","00:00.92","2","0.0"
Running,2020-06-25 06:39:09,false,"Leland TLT7 ","7.01","541","00:44:01","149","166","3.2","200","235","6:17","0:56","43","56","1.28","0.0","0.0","--","--","0.0","0.0","0.0","44:01","0:00","64.4","0:00","No","00:01.63","8","0.0"
Running,2020-06-24 05:32:02,false,"Leland EZ8 ","8.01","683","01:02:41","138","153","2.9","189","208","7:50","7:05","49","66","1.09","0.0","0.0","--","--","0.0","0.0","0.0","1:02:41","0:00","60.8","0:00","No","00:02.79","9","0.0"
Running,2020-06-23 07:36:44,false,"San Jose Running","1.01","99","00:08:21.5","139","146","1.9","185","193","8:17","7:40","13","16","1.05","0.0","0.0","--","--","0.0","0.0","0.0","8:21.5","0:00","64.4","0:00","No","00:02.93","2","0.0"
Running,2020-06-23 06:51:16,false,"Leland LT2x3","6.01","459","00:38:10","152","171","3.2","200","222","6:21","5:22","62","62","1.26","0.0","0.0","--","--","0.0","0.0","0.0","38:10","0:00","64.4","0:00","No","00:01.71","7","0.0"
Running,2020-06-23 06:39:53,false,"San Jose Running","1.00","80","00:08:33.0","122","134","0.9","192","201","8:31","8:03","10","13","0.98","0.0","0.0","--","--","0.0","0.0","0.0","8:33.0","0:00","71.6","0:00","No","00:02.14","2","0.0"
Running,2020-06-22 06:35:32,false,"San Jose EZ8 ","8.00","717","01:07:06","139","160","2.8","185","199","8:23","7:10","177","197","1.04","0.0","0.0","--","--","0.0","0.0","0.0","1:07:06","0:00","62.6","0:00","No","00:01.69","9","0.0"
Running,2020-06-21 07:37:01,false,"Coyote Hills RC10","10.00","841","01:28:16","133","163","2.5","183","195","8:49","6:43","161","151","1.00","0.0","0.0","--","--","0.0","0.0","0.0","1:28:16","0:00","69.8","0:00","No","00:01.90","11","0.0"
Running,2020-06-20 08:05:22,false,"San Jose Running","1.00","104","00:08:29.5","139","146","1.9","183","191","8:27","7:45","16","16","1.04","0.0","0.0","--","--","0.0","0.0","0.0","8:29.5","0:00","64.4","0:00","No","00:02.33","2","0.0"
Running,2020-06-20 07:00:48,false,"Leland T9 ","9.01","699","01:00:22","142","156","3.1","193","230","6:42","5:50","79","95","1.25","0.0","0.0","--","--","0.0","0.0","0.0","1:00:22","0:00","62.6","0:00","No","00:02.43","10","0.0"
Running,2020-06-19 06:44:33,false,"San Jose RC8 ","8.01","622","01:08:59","130","148","2.3","184","200","8:37","7:33","400","427","1.01","0.0","0.0","--","--","0.0","0.0","0.0","1:08:59","0:00","62.6","0:00","No","00:02.21","9","0.0"
Running,2020-06-18 07:41:14,false,"San Jose Running","1.11","108","00:08:35.4","144","150","2.0","186","195","7:44","6:53","10","13","1.12","0.0","0.0","--","--","0.0","0.0","0.0","8:35.4","0:00","69.8","0:00","No","00:53.08","2","0.0"
Running,2020-06-18 06:47:33,false,"Leland TLT7 ","7.01","548","00:44:28","149","168","3.4","198","249","6:21","5:27","16","23","1.28","0.0","0.0","--","--","0.0","0.0","0.0","44:28","0:00","69.8","0:00","No","00:02.26","8","0.0"
Running,2020-06-17 06:57:41,false,"San Jose ML12 ","12.01","885","01:42:25","130","143","2.5","185","209","8:32","6:17","279","302","1.02","0.0","0.0","--","--","0.0","0.0","0.0","1:42:25","0:00","66.2","0:00","No","00:02.92","13","0.0"
Running,2020-06-16 07:42:26,false,"San Jose Running","1.01","104","00:08:27.3","142","150","2.0","184","191","8:24","7:55","10","16","1.04","0.0","0.0","--","--","0.0","0.0","0.0","8:27.3","0:00","64.4","0:00","No","00:02.36","2","0.0"
Running,2020-06-16 06:54:08,false,"Leland LT6 (2,2,1,1)","6.00","475","00:38:12","151","178","3.1","198","229","6:22","5:30","7","16","1.28","0.0","0.0","--","--","0.0","0.0","0.0","38:12","0:00","64.4","0:00","No","00:01.31","7","0.0"
Running,2020-06-16 06:44:38,false,"San Jose Running","1.00","86","00:08:19.5","128","151","1.4","192","199","8:17","7:50","10","13","1.01","0.0","0.0","--","--","0.0","0.0","0.0","8:19.5","0:00","71.6","0:00","No","00:02.14","2","0.0"
Running,2020-06-15 07:14:01,false,"San Jose RC8 ","8.01","748","01:07:21","139","157","3.0","187","197","8:25","7:21","144","138","1.03","0.0","0.0","--","--","0.0","0.0","0.0","1:07:21","0:00","68.0","0:00","No","00:02.39","9","0.0"
Running,2020-06-14 06:52:32,false,"San Jose ML14","14.01","1,124","01:56:29","135","148","2.9","185","199","8:19","6:58","161","197","1.05","0.0","0.0","--","--","0.0","0.0","0.0","1:56:29","0:00","66.2","0:00","No","00:02.80","15","0.0"
Running,2020-06-13 08:23:35,false,"San Jose Running","1.01","97","00:07:47.7","142","149","1.9","188","199","7:45","7:19","7","20","1.10","0.0","0.0","--","--","0.0","0.0","0.0","7:47.7","0:00","64.4","0:00","No","00:02.89","2","0.0"
Running,2020-06-13 07:16:23,false,"Leland T9 ","9.04","720","00:59:10","147","157","3.3","197","221","6:33","5:22","46","56","1.25","0.0","0.0","--","--","0.0","0.0","0.0","59:10","0:00","64.4","0:00","No","00:13.97","10","0.0"
Running,2020-06-12 06:33:08,false,"San Jose EZ8 ","8.01","641","01:05:50","133","162","2.3","188","221","8:13","5:41","128","135","1.04","0.0","0.0","--","--","0.0","0.0","0.0","1:05:50","0:00","66.2","0:00","No","00:02.52","9","0.0"
Running,2020-06-11 07:21:15,false,"San Jose Running","1.11","105","00:08:33.7","141","151","2.0","189","199","7:43","7:10","7","10","1.10","0.0","0.0","--","--","0.0","0.0","0.0","8:33.7","0:00","66.2","0:00","No","00:51.99","2","0.0"
